,radios(centimetros),radios(pixeles),tiempo
134,0.04623149394347241,229.0,4.496644295302014
135,0.046332436069986535,229.5,4.530201342281879
136,0.04613055181695828,228.5,4.563758389261745
137,0.04613055181695828,228.5,4.597315436241611
138,0.04613055181695828,228.5,4.630872483221476
139,0.04623149394347241,229.0,4.6644295302013425
140,0.046332436069986535,229.5,4.697986577181208
141,0.046332436069986535,229.5,4.731543624161074
142,0.046332436069986535,229.5,4.76510067114094
143,0.046332436069986535,229.5,4.798657718120805
144,0.04623149394347241,229.0,4.832214765100671
145,0.04613055181695828,228.5,4.865771812080537
146,0.04623149394347241,229.0,4.899328859060403
147,0.0465343203230148,230.5,4.932885906040268
148,0.0465343203230148,230.5,4.966442953020135
149,0.046332436069986535,229.5,5.0
