,radios(metros),radios(pixeles),tiempo
0,0.004319371727748691,22.0,0.0
1,0.009424083769633508,48.0,0.03367003367003367
2,0.014037958115183246,71.5,0.06734006734006734
3,0.01531413612565445,78.0,0.10101010101010101
4,0.016197643979057593,82.5,0.13468013468013468
5,0.02051701570680628,104.5,0.16835016835016836
6,0.022971204188481677,117.0,0.20202020202020202
7,0.022578534031413612,115.0,0.23569023569023567
8,0.023658376963350783,120.5,0.26936026936026936
9,0.02493455497382199,127.0,0.30303030303030304
10,0.026014397905759164,132.5,0.3367003367003367
11,0.027388743455497383,139.5,0.37037037037037035
12,0.028174083769633505,143.5,0.40404040404040403
13,0.029155759162303663,148.5,0.4377104377104377
14,0.030039267015706805,153.0,0.47138047138047134
15,0.030235602094240834,154.0,0.5050505050505051
16,0.03082460732984293,157.0,0.5387205387205387
17,0.030333769633507854,154.5,0.5723905723905723
18,0.03013743455497382,153.5,0.6060606060606061
19,0.030235602094240834,154.0,0.6397306397306397
20,0.03043193717277487,155.0,0.6734006734006734
21,0.030235602094240834,154.0,0.7070707070707071
22,0.03013743455497382,153.5,0.7407407407407407
23,0.03013743455497382,153.5,0.7744107744107744
24,0.028664921465968586,146.0,0.8080808080808081
25,0.028959424083769635,147.5,0.8417508417508417
26,0.029744764397905757,151.5,0.8754208754208754
27,0.028468586387434554,145.0,0.9090909090909091
28,0.027977748691099476,142.5,0.9427609427609427
29,0.029352094240837696,149.5,0.9764309764309764
30,0.027192408376963347,138.5,1.0101010101010102
31,0.02778141361256544,141.5,1.0437710437710437
32,0.027977748691099476,142.5,1.0774410774410774
33,0.027094240837696335,138.0,1.1111111111111112
34,0.0274869109947644,140.0,1.1447811447811447
35,0.0274869109947644,140.0,1.1784511784511784
36,0.02699607329842932,137.5,1.2121212121212122
37,0.027388743455497383,139.5,1.2457912457912457
38,0.02778141361256544,141.5,1.2794612794612794
39,0.027290575916230363,139.0,1.3131313131313131
40,0.027388743455497383,139.5,1.3468013468013469
41,0.027388743455497383,139.5,1.3804713804713804
42,0.027388743455497383,139.5,1.4141414141414141
43,0.026799738219895286,136.5,1.4478114478114479
44,0.02670157068062827,136.0,1.4814814814814814
45,0.026799738219895286,136.5,1.5151515151515151
46,0.026603403141361257,135.5,1.5488215488215489
47,0.026799738219895286,136.5,1.5824915824915824
48,0.027094240837696335,138.0,1.6161616161616161
49,0.026897905759162306,137.0,1.6498316498316499
50,0.02670157068062827,136.0,1.6835016835016834
51,0.02670157068062827,136.0,1.7171717171717171
52,0.026603403141361257,135.5,1.7508417508417509
53,0.026603403141361257,135.5,1.7845117845117844
54,0.026112565445026176,133.0,1.8181818181818181
55,0.026112565445026176,133.0,1.8518518518518519
56,0.026210732984293193,133.5,1.8855218855218854
57,0.026603403141361257,135.5,1.9191919191919191
58,0.026407068062827225,134.5,1.9528619528619529
59,0.026210732984293193,133.5,1.9865319865319866
60,0.026308900523560205,134.0,2.0202020202020203
61,0.026308900523560205,134.0,2.0538720538720536
62,0.025916230366492148,132.0,2.0875420875420874
63,0.02650523560209424,135.0,2.121212121212121
64,0.026308900523560205,134.0,2.154882154882155
65,0.0256217277486911,130.5,2.1885521885521886
66,0.025916230366492148,132.0,2.2222222222222223
67,0.025523560209424083,130.0,2.255892255892256
68,0.025719895287958112,131.0,2.2895622895622894
69,0.02532722513089005,129.0,2.323232323232323
70,0.02542539267015707,129.5,2.356902356902357
71,0.02542539267015707,129.5,2.3905723905723906
72,0.02650523560209424,135.0,2.4242424242424243
73,0.026210732984293193,133.5,2.457912457912458
74,0.025229057591623034,128.5,2.4915824915824913
75,0.02513089005235602,128.0,2.525252525252525
76,0.025032722513089006,127.5,2.558922558922559
77,0.02513089005235602,128.0,2.5925925925925926
78,0.025032722513089006,127.5,2.6262626262626263
79,0.025032722513089006,127.5,2.65993265993266
80,0.025229057591623034,128.5,2.6936026936026938
81,0.025229057591623034,128.5,2.727272727272727
82,0.02532722513089005,129.0,2.760942760942761
83,0.02464005235602094,125.5,2.7946127946127945
84,0.025032722513089006,127.5,2.8282828282828283
85,0.025032722513089006,127.5,2.861952861952862
86,0.025229057591623034,128.5,2.8956228956228958
87,0.02532722513089005,129.0,2.929292929292929
88,0.02513089005235602,128.0,2.962962962962963
89,0.02542539267015707,129.5,2.9966329966329965
90,0.02532722513089005,129.0,3.0303030303030303
91,0.02513089005235602,128.0,3.063973063973064
92,0.0256217277486911,130.5,3.0976430976430978
93,0.02532722513089005,129.0,3.131313131313131
94,0.025229057591623034,128.5,3.164983164983165
95,0.02532722513089005,129.0,3.1986531986531985
96,0.0256217277486911,130.5,3.2323232323232323
97,0.0256217277486911,130.5,3.265993265993266
98,0.025916230366492148,132.0,3.2996632996632997
99,0.02532722513089005,129.0,3.3333333333333335
